admonition_id,admonition_sha256,source_file,source_reference,type,lesson_ids,candidate_lesson_id,coverage_decision,editorial_status,technical_status,preview
LanguageGuide/CollectionTypes.xhtml#note-010,d95d043354340f59cbf4a567b5e2d61428cc105b1dde08ec8cf7d54271cfe6a9,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Creating-a-Set-with-an-Array-Literal,note,swift.sets.literal,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note The favoriteGenres set is declared as a variable (with the var introducer) and not a constant (with the let introducer) because items are added and removed in the examples below.
LanguageGuide/CollectionTypes.xhtml#note-011,284f0f07c7260ba03eceaa21ecb4b6c87dad69599f9ec0045ecb4137fcf8ace7,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Dictionaries,note,swift.dictionaries.foundation-bridging,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Swift's Dictionary type is bridged to Foundation's NSDictionary class. For more information about using Dictionary with Foundation and Cocoa, see Bridging Between Dictionary and NSDictionary ."
LanguageGuide/CollectionTypes.xhtml#note-012,a3e64220f69943909a102f382fc218602bec28c2ec29d7923320a31e821fc2b0,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Dictionary-Type-Shorthand-Syntax,note,swift.dictionaries.type-syntax,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note A dictionary Key type must conform to the Hashable protocol, like a set's value type."
LanguageGuide/CollectionTypes.xhtml#note-013,8f65db4670879cad95cea1463c71c35dd6b92ceea36389dcae4986ef1468c0b9,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Creating-a-Dictionary-with-a-Dictionary-Literal,note,swift.dictionaries.literal,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note The airports dictionary is declared as a variable (with the var introducer), and not a constant (with the let introducer), because more airports are added to the dictionary in the examples below."
LanguageGuide/ControlFlow.xhtml#note-001,d1117a5940d134c534fb4e0fb12a9f8101740983e7aa383142364fce32345d23,LanguageGuide/ControlFlow.xhtml,LanguageGuide/ControlFlow.xhtml#While,note,swift.loops.while,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note If this check isn't performed, board[square] might try to access a value outside the bounds of the board array, which would trigger a runtime error."
LanguageGuide/ControlFlow.xhtml#note-002,afc0a3877ec95b55686dcd596fb3db843cd86d8b76970543d9221921249868f3,LanguageGuide/ControlFlow.xhtml,LanguageGuide/ControlFlow.xhtml#Repeat-While,note,swift.loops.repeat-while,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note The repeat - while loop in Swift is analogous to a do - while loop in other languages.
LanguageGuide/ControlFlow.xhtml#note-003,76a11b9ffae0b51cb027108b4dd4cb9473a1dfb8f0892172a3a03c71f14c8f39,LanguageGuide/ControlFlow.xhtml,LanguageGuide/ControlFlow.xhtml#No-Implicit-Fallthrough,note,swift.switches.compound-case,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Although break isn't required in Swift, you can use a break statement to match and ignore a particular case or to break out of a matched case before that case has completed its execution. For details, see Break in a Switch Statement ."
LanguageGuide/ControlFlow.xhtml#note-004,5a3f6b064ea031918a3df25b1b3392857c199b253acdb5409b90df35b935042d,LanguageGuide/ControlFlow.xhtml,LanguageGuide/ControlFlow.xhtml#No-Implicit-Fallthrough,note,swift.switches.compound-case,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note To explicitly fall through at the end of a particular switch case, use the fallthrough keyword, as described in Fallthrough ."
LanguageGuide/ControlFlow.xhtml#note-005,6c03ced7c61a8963cb1e2fe085846ec317ab5ea5fcb865ef2dda0cb206bac0fc,LanguageGuide/ControlFlow.xhtml,LanguageGuide/ControlFlow.xhtml#Break-in-a-Switch-Statement,note,swift.transfer.break-switch,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note A switch case that contains only a comment is reported as a compile-time error. Comments aren't statements and don't cause a switch case to be ignored. Always use a break statement to ignore a switch case.
LanguageGuide/ControlFlow.xhtml#note-006,dd938675944c671954ea2c68b214b52b84ede8b4ac887b46c88128aa84d33426,LanguageGuide/ControlFlow.xhtml,LanguageGuide/ControlFlow.xhtml#Fallthrough,note,swift.transfer.fallthrough,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note The fallthrough keyword doesn't check the case conditions for the switch case that it causes execution to fall into. The fallthrough keyword simply causes code execution to move directly to the statements inside the next case (or defau
LanguageGuide/ControlFlow.xhtml#note-007,a98862b736bdc0867e01e9b7f7c1a2f8b877ed66345df04151c8901751d4ec69,LanguageGuide/ControlFlow.xhtml,LanguageGuide/ControlFlow.xhtml#Labeled-Statements,note,swift.transfer.labeled-break,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note If the break statement above didn't use the gameLoop label, it would break out of the switch statement, not the while statement. Using the gameLoop label makes it clear which control statement should be terminated. It isn't strictly ne"
LanguageGuide/Functions.xhtml#note-001,d3d48b202c3a328a7573487f46ec99c407cbf2813bcf4a3ecc18f9df338a23ae,LanguageGuide/Functions.xhtml,LanguageGuide/Functions.xhtml#Defining-and-Calling-Functions,note,swift.functions.define-call,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note The print(_:separator:terminator:) function doesn't have a label for its first argument, and its other arguments are optional because they have a default value. These variations on function syntax are discussed below in Function Argume"
LanguageGuide/Functions.xhtml#note-002,ad4006cf68c2d0fbff57295fe26beccc60d7e7ffc7632792ddf8ae4cafde5ddd,LanguageGuide/Functions.xhtml,LanguageGuide/Functions.xhtml#Functions-Without-Return-Values,note,swift.functions.void-return,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Strictly speaking, this version of the greet(person:) function does still return a value, even though no return value is defined. Functions without a defined return type return a special value of type Void . This is simply an empty tup"
LanguageGuide/Functions.xhtml#note-003,f632f40e768e617b25d13cfff32030d02822543f75c9c7720f2615b11cdc1bf5,LanguageGuide/Functions.xhtml,LanguageGuide/Functions.xhtml#Functions-Without-Return-Values,note,swift.functions.void-return,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Return values can be ignored, but a function that says it will return a value must always do so. A function with a defined return type can't allow control to fall out of the bottom of the function without returning a value, and attempt"
LanguageGuide/Functions.xhtml#note-004,5638fd2bad233f8023ca201a26e8f43933f9451b3d286e77fb8eeca3063de10e,LanguageGuide/Functions.xhtml,LanguageGuide/Functions.xhtml#Optional-Tuple-Return-Types,note,swift.functions.optional-tuple-return,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note An optional tuple type such as (Int, Int)? is different from a tuple that contains optional types such as (Int?, Int?) . With an optional tuple type, the entire tuple is optional, not just each individual value within the tuple."
LanguageGuide/Functions.xhtml#note-005,fba61ef6f70257597b19e686807833bf55539c11114df7b1ffc0da257069fd05,LanguageGuide/Functions.xhtml,LanguageGuide/Functions.xhtml#Functions-With-an-Implicit-Return,note,swift.functions.implicit-return,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note The code you write as an implicit return value needs to return some value. For example, you can't use print(13) as an implicit return value. However, you can use a function that never returns like fatalError(""Oh no!"") as an implicit re"
LanguageGuide/Functions.xhtml#note-006,50a9ee0f17c334555edbc365938247bb30a3b18f50ad16ceace424a16b4d91ae,LanguageGuide/Functions.xhtml,LanguageGuide/Functions.xhtml#In-Out-Parameters,note,swift.functions.inout-call|swift.functions.inout-parameter,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note In-out parameters can't have default values, and variadic parameters can't be marked as inout ."
LanguageGuide/Functions.xhtml#note-007,170994753a16943481a7e1e7ba6588e0107c4b138219183cc0791afbd054e18c,LanguageGuide/Functions.xhtml,LanguageGuide/Functions.xhtml#In-Out-Parameters,note,swift.functions.inout-call|swift.functions.inout-parameter,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note In-out parameters aren't the same as returning a value from a function. The swapTwoInts example above doesn't define a return type or return a value, but it still modifies the values of someInt and anotherInt . In-out parameters are an"
LanguageGuide/Closures.xhtml#note-001,bbb7060d2d7c7883d39a76e7a9600c1a764dd2a392bf7df914eb3fcf9087d015,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#closures,note,swift.closures.capture,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note Don't worry if you aren't familiar with the concept of capturing. It's explained in detail below in Capturing Values .
LanguageGuide/Closures.xhtml#note-002,54fdcb936a64fdb826a7886650b2e43f78f72702db81276de8f3916f7e9f0a87,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,note,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note The call to the digitNames dictionary's subscript is followed by an exclamation point ( ! ), because dictionary subscripts return an optional value to indicate that the dictionary lookup can fail if the key doesn't exist. In the exampl"
LanguageGuide/Closures.xhtml#note-003,06b2043fd90f2e460d8552de4382a2175e37b5a7a54a51785bfdd5f90d657903,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,note,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Completion handlers can become hard to read, especially when you have to nest multiple handlers. An alternate approach is to use asynchronous code, as described in Concurrency ."
LanguageGuide/Closures.xhtml#note-004,c182e2e9c6b495797fef43eca8ef3e81ef8ae5f2a991d8f8e3847a19be4b000c,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Capturing-Values,note,swift.closures.capture,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note As an optimization, Swift may instead capture and store a copy of a value if that value isn't mutated by a closure, and if the value isn't mutated after the closure is created. Swift also handles all memory management involved in dispo"
LanguageGuide/Closures.xhtml#note-005,fae6f5e0b57b3b96620ecd5c4d933afc2fa430a440f56d172c2a541fd37ed1b8,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Capturing-Values,note,swift.closures.capture,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note If you assign a closure to a property of a class instance, and the closure captures that instance by referring to the instance or its members, you will create a strong reference cycle between the closure and the instance. Swift uses ca"
LanguageGuide/Closures.xhtml#note-006,3b165c2839c68b4284e6582e0d4595ee42e50f38d0fd11226ffc37038b6befb7,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Autoclosures,note,swift.closures.autoclosure|swift.closures.escaping-autoclosure,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note Overusing autoclosures can make your code hard to understand. The context and function name should make it clear that evaluation is being deferred.
LanguageGuide/Enumerations.xhtml#note-001,856763770a136efad490334719187eeb226bfe75b32e5e9b8bdf0b2181600b9d,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Enumeration-Syntax,note,swift.enums.inferred-case|swift.enums.syntax,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Swift enumeration cases don't have an integer value set by default, unlike languages like C and Objective-C. In the CompassPoint example above, north , south , east and west don't implicitly equal 0 , 1 , 2 and 3 . Instead, the differe"
LanguageGuide/Enumerations.xhtml#note-002,aed544b8ae750821316d6dc7fb280b814071ba714631dbf35d86b291b79cd95d,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Initializing-from-a-Raw-Value,note,swift.enums.raw-initializer,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note The raw value initializer is a failable initializer, because not every raw value will return an enumeration case. For more information, see Failable Initializers ."
LanguageGuide/ClassesAndStructures.xhtml#note-001,1a4dc3113b045959bd2ec2c2fdc47147319a41f804b7df5c71f1c24bf217073e,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#structures-and-classes,note,swift.types.instances,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note An instance of a class is traditionally known as an object . However, Swift structures and classes are much closer in functionality than in other languages, and much of this chapter describes functionality that applies to instances of "
LanguageGuide/ClassesAndStructures.xhtml#note-002,ba76978871a1f08105623a43d2e14a0974a07b2e7f4b25e04c1d091a3f574d5f,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Comparing-Structures-and-Classes,note,swift.concurrency.actor,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Classes and actors share many of the same characteristics and behaviors. For information about actors, see Concurrency ."
LanguageGuide/ClassesAndStructures.xhtml#note-003,f0975ca0a17a50658637888012111120ef45cd1c82edd26b88bf15deb033fc3b,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Definition-Syntax,note,swift.types.class-definition|swift.types.structure-definition,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Whenever you define a new structure or class, you define a new Swift type. Give types UpperCamelCase names (such as SomeStructure and SomeClass here) to match the capitalization of standard Swift types (such as String , Int , and Bool "
LanguageGuide/ClassesAndStructures.xhtml#note-004,31ec7e3197fbf117e2e54170c7398a5a73936b44d7bad850490a6500b654c2c9,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structures-and-Enumerations-Are-Value-Types,note,swift.types.value-copy,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Collections defined by the Swift standard library like arrays, dictionaries, and strings use an optimization to reduce the performance cost of copying. Instead of making a copy immediately, these collections share the memory where the "
LanguageGuide/Properties.xhtml#note-001,ca7874fd5310db25f24db43a06ff100d9b317a91e9b66c98a0c96202b7e59856,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Lazy-Stored-Properties,note,swift.properties.lazy,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note You must always declare a lazy property as a variable (with the var keyword), because its initial value might not be retrieved until after instance initialization completes. Constant properties must always have a value before initializ"
LanguageGuide/Properties.xhtml#note-002,23970fbe76b77d07076d1514fc788f4f5a9d4ee0ddfd0b4813f947dd8738ca3c,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Lazy-Stored-Properties,note,swift.properties.lazy,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note If a property marked with the lazy modifier is accessed by multiple threads simultaneously and the property hasn't yet been initialized, there's no guarantee that the property will be initialized only once."
LanguageGuide/Properties.xhtml#note-003,a710bafd5ad209f5a7b5c3fb73ed38a03b402baf3d7eb92fac2422d68561e958,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Read-Only-Computed-Properties,note,swift.properties.read-only,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note You must declare computed properties—including read-only computed properties—as variable properties with the var keyword, because their value isn't fixed. The let keyword is only used for constant properties, to indicate that their val"
LanguageGuide/Properties.xhtml#note-004,ad4924d33181ca9f268da72abb4385a649cb53e12e8dd9983b11274f096611f7,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Property-Observers,note,swift.properties.observers,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note The willSet and didSet observers of superclass properties are called when a property is set in a subclass initializer, after the superclass initializer has been called. They aren't called while a class is setting its own properties in "
LanguageGuide/Properties.xhtml#note-005,130a09db33996e8f989261d32d8aca853b4346b4c39ac66533bb8c9cda3b5ddb,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Property-Observers,note,swift.properties.observers,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note If you pass a property that has observers to a function as an in-out parameter, the willSet and didSet observers are always called. This is because of the copy-in copy-out memory model for in-out parameters: The value is always written"
LanguageGuide/Properties.xhtml#note-006,4eef9f6d6088dc7ffe9a0c95026949aa535b1ae3e3abedd8ac645d5d35254913,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Property-Wrappers,note,swift.properties.wrapper,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note The declaration for number in the example above marks the variable as private , which ensures number is used only in the implementation of TwelveOrLess . Code that's written anywhere else accesses the value using the getter and setter "
LanguageGuide/Properties.xhtml#note-007,3c1751f2514cdebab27293450073f830e124d3229cb23ac20de5e31c229aa357,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Global-and-Local-Variables,note,swift.properties.global-local,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Global constants and variables are always computed lazily, in a similar manner to Lazy Stored Properties . Unlike lazy stored properties, global constants and variables don't need to be marked with the lazy modifier. Local constants an"
LanguageGuide/Properties.xhtml#note-008,99dbf3db449218c665c9b332780d43bbd6722cbfd0eee701d791d453ebb836e8,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Type-Properties,note,swift.properties.type-syntax,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Unlike stored instance properties, you must always give stored type properties a default value. This is because the type itself doesn't have an initializer that can assign a value to a stored type property at initialization time. Store"
LanguageGuide/Properties.xhtml#note-009,fccc268e93dca88fec2d7d705cd946922485d27aac73ec2c3600b4cb2ada6c8b,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Type-Property-Syntax,note,swift.properties.type-syntax,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note The computed type property examples above are for read-only computed type properties, but you can also define read-write computed type properties with the same syntax as for computed instance properties."
LanguageGuide/Properties.xhtml#note-010,3f7fce64176a156d9bc2b68459be367b5500fb197877c2478f56ae157ea317d8,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Querying-and-Setting-Type-Properties,note,swift.properties.type-access,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note In the first of these two checks, the didSet observer sets currentLevel to a different value. This doesn't, however, cause the observer to be called again."
LanguageGuide/Methods.xhtml#note-001,ad72c94b98e2e0305c7337050aa5ae9d9032a2b15f0801162a0847b2d6961fa0,LanguageGuide/Methods.xhtml,LanguageGuide/Methods.xhtml#Type-Methods,note,swift.methods.type,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note In Objective-C, you can define type-level methods only for Objective-C classes. In Swift, you can define type-level methods for all classes, structures, and enumerations. Each type method is explicitly scoped to the type it supports."
LanguageGuide/Subscripts.xhtml#note-001,5a24d7784fbf249fa0e08da4cc9177ee5a8f85ec1d8fe462f4ba2246200dab6c,LanguageGuide/Subscripts.xhtml,LanguageGuide/Subscripts.xhtml#Subscript-Syntax,note,swift.subscripts.syntax,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note An n -times-table is based on a fixed mathematical rule. It isn't appropriate to set threeTimesTable[someIndex] to a new value, and so the subscript for TimesTable is defined as a read-only subscript."
LanguageGuide/Subscripts.xhtml#note-002,f55035bbae60d474f0af0468492a1209482254206af9bfd1bdb86a578320708e,LanguageGuide/Subscripts.xhtml,LanguageGuide/Subscripts.xhtml#Subscript-Usage,note,swift.subscripts.usage,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Swift's Dictionary type implements its key-value subscripting as a subscript that takes and returns an optional type. For the numberOfLegs dictionary above, the key-value subscript takes and returns a value of type Int? , or “optional "
LanguageGuide/Inheritance.xhtml#note-001,7eb60b681e7f88f1700156fa32c14a601e9575290d324359ccdac7dd1c449f0d,LanguageGuide/Inheritance.xhtml,LanguageGuide/Inheritance.xhtml#Defining-a-Base-Class,note,swift.inheritance.base-class,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note Swift classes don't inherit from a universal base class. Classes you define without specifying a superclass automatically become base classes for you to build upon.
LanguageGuide/Inheritance.xhtml#note-002,e2d2afe1cb47caffd5ecfdd4713ce77201428bb66b8e866f5c5c713042a0289e,LanguageGuide/Inheritance.xhtml,LanguageGuide/Inheritance.xhtml#Overriding-Property-Getters-and-Setters,note,swift.inheritance.override-property,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note If you provide a setter as part of a property override, you must also provide a getter for that override. If you don't want to modify the inherited property's value within the overriding getter, you can simply pass through the inherite"
LanguageGuide/Inheritance.xhtml#note-003,bb7bc94bed128ceaa2708a9cb87d01de6ad89490d489f801a902454112b4f355,LanguageGuide/Inheritance.xhtml,LanguageGuide/Inheritance.xhtml#Overriding-Property-Observers,note,swift.inheritance.override-observer,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note You can't add property observers to inherited constant stored properties or inherited read-only computed properties. The value of these properties can't be set, and so it isn't appropriate to provide a willSet or didSet implementation "
LanguageGuide/Initialization.xhtml#note-001,7db05e13a4996a0168712faa24ba964dab7fe4ee0e1d73e4406bb61329c08a9a,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Setting-Initial-Values-for-Stored-Properties,note,swift.initialization.observer-bypass,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note When you assign a default value to a stored property, or set its value within an initializer, the value of that property is set directly, without calling any property observers."
LanguageGuide/Initialization.xhtml#note-002,9390306b0a84e275b13d4b8190706df39b7bb950173c17c828604a5c63732b87,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Default-Property-Values,note,swift.initialization.default-value,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note If a property always takes the same initial value, provide a default value rather than setting a value within an initializer. The end result is the same, but the default value ties the property's initialization more closely to its decl"
LanguageGuide/Initialization.xhtml#note-003,cb2727b5742e6191633dc9358bd56443867ed80db19e474b57ace39b00fc15de,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Assigning-Constant-Properties-During-Initialization,note,swift.initialization.constant-property,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note For class instances, a constant property can be modified during initialization only by the class that introduces it. It can't be modified by a subclass."
LanguageGuide/Initialization.xhtml#note-004,7bd7ab9c448a1859cf46bdbb6ac3f5566fa8c1099595b28a080f7046d470611a,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Initializer-Delegation-for-Value-Types,note,swift.initialization.value-delegation,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note If you want your custom value type to be initializable with the default initializer and memberwise initializer, and also with your own custom initializers, write your custom initializers in an extension rather than as part of the value"
LanguageGuide/Initialization.xhtml#note-005,a56897c3cb1c8e1cbb0e643c4436f05c2596e8e00ac7a1091a7946d93a26fe6b,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Initializer-Delegation-for-Value-Types,note,swift.initialization.value-delegation,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note For an alternative way to write this example without defining the init() and init(origin:size:) initializers yourself, see Extensions ."
LanguageGuide/Initialization.xhtml#note-006,51a1f0e8694253134eeb6f93e6eeeabdb13d5ded78dcf7d6f2d2271ff14a27db,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Initializer-Delegation-for-Class-Types,note,swift.initialization.super-delegation,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note These rules don't affect how users of your classes create instances of each class. Any initializer in the diagram above can be used to create a fully initialized instance of the class they belong to. The rules only affect how you write
LanguageGuide/Initialization.xhtml#note-007,672f47f5d4fced3a3fc71ccb86e8be03b7d0a4ee3353ffa3a9e3d03a9b22bfc9,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Two-Phase-Initialization,note,swift.initialization.two-phase,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Swift's two-phase initialization process is similar to initialization in Objective-C. The main difference is that during phase 1, Objective-C assigns zero or null values (such as 0 or nil ) to every property. Swift's initialization flo"
LanguageGuide/Initialization.xhtml#note-008,4d76f2e2794e8dba5ecd12cf76ea2af74bc49d488d9d77bcc29ab354a7fc3149,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Initializer-Inheritance-and-Overriding,note,swift.initialization.override-init,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Superclass initializers are inherited in certain circumstances, but only when it's safe and appropriate to do so. For more information, see Automatic Initializer Inheritance below."
LanguageGuide/Initialization.xhtml#note-009,edb98340cf25f0cef8bf11b3f0d05fc7a4bfba7cb9851621ac1cbf1d5b5beb51,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Initializer-Inheritance-and-Overriding,note,swift.initialization.override-init,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note You always write the override modifier when overriding a superclass designated initializer, even if your subclass's implementation of the initializer is a convenience initializer."
LanguageGuide/Initialization.xhtml#note-010,f438e3a27d6d2aa2c032acf6c9c99f91133c4ce602b763e4a62ca85616a8b6b8,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Initializer-Inheritance-and-Overriding,note,swift.initialization.override-init,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Subclasses can modify inherited variable properties during initialization, but can't modify inherited constant properties."
LanguageGuide/Initialization.xhtml#note-011,df9769ed7ba298986ed1de549900d72f0ab8eae967c1b6a36e4929f2ec90c5df,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Automatic-Initializer-Inheritance,note,swift.initialization.inheritance,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note A subclass can implement a superclass designated initializer as a subclass convenience initializer as part of satisfying rule 2.
LanguageGuide/Initialization.xhtml#note-012,00f26d857d20bd20ca602d11d06074f7c26eedbeaea9987e5e9025549c7ec214,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Designated-and-Convenience-Initializers-in-Action,note,swift.initialization.convenience|swift.initialization.super-delegation,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note ShoppingListItem doesn't define an initializer to provide an initial value for purchased , because items in a shopping list (as modeled here) always start out unpurchased."
LanguageGuide/Initialization.xhtml#note-013,eb7817f5c7a048c458f9ae08604cb899dcbb6d1bdd2ea3c9c6162fd0d2421792,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Failable-Initializers,note,swift.initialization.failable,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,Note You can't define a failable and a nonfailable initializer with the same parameter types and names.
LanguageGuide/Initialization.xhtml#note-014,48d44f9ca68a7de5a0829d23f00d80a78d34585b0ff3ec7947f28ba2e236ce1a,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Failable-Initializers,note,swift.initialization.failable,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Strictly speaking, initializers don't return a value. Rather, their role is to ensure that self is fully and correctly initialized by the time that initialization ends. Although you write return nil to trigger an initialization failure"
LanguageGuide/Initialization.xhtml#note-015,01bd6c98b101b1c60391fb30797f2c8101ab7ec06cec1dcf31e07e9d38d203dd,LanguageGuide/Initialization.xhtml,LanguageGuide/Initialization.xhtml#Failable-Initializers,note,swift.initialization.failable,,mapped-to-canonical-lessons,pending-editorial-validation,pending-technical-validation,"Note Checking for an empty string value (such as """" rather than ""Giraffe"" ) isn't the same as checking for nil to indicate the absence of an optional String value. In the example above, an empty string ( """" ) is a valid, non-optional String"
